domain	intent	utterance	bio
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate könnten sie es bitte nicht so fett machen from german to french with yandex	o b-text i-text i-text i-text i-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate januar to english from german with google	o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate sind noch zimmer frei to polish from german with microsoft	o b-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate abendessen or abendbrot to spanish from german with deepl	o b-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate einen fernseher to french from german with google	o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate muchas gracias from spanish to polish with microsoft	o b-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate cómo puedo llegar a el aeropuerto from spanish to german with deepl	o b-text i-text i-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate octubre from spanish to english with yandex	o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate necesito papel para escribir from spanish to italian with google	o b-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate necesito baterías from spanish to french with microsoft	o b-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate a la una de la tarde to polish from spanish with deepl	o b-text i-text i-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate invierno to german from spanish with yandex	o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate club soda to english from spanish with google	o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate comida de precio fijo to italian from spanish with microsoft	o b-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate cuánto tiempo puedo aparcarme aquí to french from spanish with deepl	o b-text i-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate una soda from italian to polish with yandex	o b-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate ho perso la mia borsa from italian to german with google	o b-text i-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate settembre from italian to spanish with microsoft	o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate insalata from italian to english with deepl	o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate destra from italian to french with yandex	o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate la birra to german from italian with microsoft	o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate viola to spanish from italian with deepl	o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate buona sera to english from italian with yandex	o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate meno to french from italian with google	o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate de la dulse from french to polish with microsoft	o b-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate une heure du matin from french to german with deepl	o b-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate hebdomadaire from french to spanish with yandex	o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate quarante from french to italian with google	o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate eau gazeuse from french to english with microsoft	o b-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate une pinte s'il vous plait to polish from french with deepl	o b-text i-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate trois to german from french with yandex	o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate j'ai besoin de revues en anglais to spanish from french with google	o b-text i-text i-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate c'était délicieux to italian from french with microsoft	o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate jaune to english from french with deepl	o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of green from english to polish with yandex	o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of may i have a glass of wine from english to german with google	o o b-text i-text i-text i-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of i need a razor from english to spanish with microsoft	o o b-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of what is the exchange rate from english to french with yandex	o o b-text i-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of breakfast to polish from english with google	o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of i'm finished to german from english with microsoft	o o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of am i under arrest to spanish from english with deepl	o o b-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of my name is nico to italian from english with yandex	o o b-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of south to french from english with google	o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of basen from polish to english with microsoft	o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of paliwo from polish to german with deepl	o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of stacja from polish to spanish with yandex	o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of dzień dobry from polish to italian with google	o o b-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of wyjazd from polish to french with microsoft	o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of jutro to german from polish with yandex	o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of potrzebuję parasol to spanish from polish with google	o o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of dobranoc to italian from polish with microsoft	o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of parówką kiełbasą to french from polish with deepl	o o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of ich kann nicht deutsch sprechen from german to english with yandex	o o b-text i-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of danke schön from german to polish with google	o o b-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of tee from german to spanish with microsoft	o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of nachmittag from german to italian with deepl	o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of wo ist die toilette bitte from german to french with yandex	o o b-text i-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of schreibpapier to english from german with google	o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of mitternacht to polish from german with microsoft	o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of hat das zimmer to spanish from german with deepl	o o b-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of einen regenschirm to italian from german with yandex	o o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of batterien to french from german with google	o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of podría usted repetir eso por favor from spanish to polish with microsoft	o o b-text i-text i-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of sirven alcohol from spanish to german with deepl	o o b-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of ahora from spanish to english with yandex	o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of un millón from spanish to italian with google	o o b-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of rojo from spanish to french with microsoft	o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of okay lo cojo to polish from spanish with deepl	o o b-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of señora to german from spanish with yandex	o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of el pollo to italian from spanish with microsoft	o o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of auto to french from spanish with deepl	o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of certamente from italian to polish with yandex	o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of il vino rosso from italian to german with google	o o b-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of ho finito from italian to spanish with microsoft	o o b-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of giri a destra from italian to english with deepl	o o b-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of sosta vietata from italian to french with yandex	o o b-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of la prima colazione to polish from italian with google	o o b-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of salve to german from italian with microsoft	o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of non mangio il manzo to spanish from italian with deepl	o o b-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of posso prima vedere la stanza to english from italian with yandex	o o b-text i-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of il succo to french from italian with google	o o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of soda from french to polish with microsoft	o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of j'ai besoin d'une ombrelle from french to german with deepl	o o b-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of café from french to spanish with yandex	o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of où puis-je changer un traveler's chèque from french to italian with google	o o b-text i-text i-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of un million from french to english with microsoft	o o b-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of j'ai besoin an umbrella to german from french with yandex	o o b-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of laissez-moi tranquille to spanish from french with google	o o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of une salade to italian from french with microsoft	o o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translation of jeudi to english from french with deepl	o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of where does this train go from english to polish with yandex	o o o b-text i-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of straight ahead from english to german with google	o o o b-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of orange from english to spanish with microsoft	o o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of i need a toothbrush from english to italian with deepl	o o o b-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of don't touch me from english to french with yandex	o o o b-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of how are you to polish from english with google	o o o b-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of excuse me to german from english with microsoft	o o o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of the day before yesterday to spanish from english with deepl	o o o b-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of chicken to italian from english with yandex	o o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of where can i get money changed to french from english with google	o o o b-text i-text i-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of sałatkę from polish to english with microsoft	o o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of czy mogę zadzwonić from polish to german with deepl	o o o b-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of kwiecień from polish to spanish with yandex	o o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of dziękuję from polish to french with microsoft	o o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of sto to english from polish with deepl	o o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of dokąd mnie zabieracie to german from polish with yandex	o o o b-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of za drogo to spanish from polish with google	o o o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of potrzebuję mydło to italian from polish with microsoft	o o o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of pod górę to french from polish with deepl	o o o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of gerne from german to english with yandex	o o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of jetzt from german to polish with google	o o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of ich habe mich verirrt from german to spanish with microsoft	o o o b-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of etwas gegen erkältung from german to italian with deepl	o o o b-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of links from german to french with yandex	o o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of ein badezimmer to english from german with google	o o o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of zur stadtmitte to polish from german with microsoft	o o o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of ich habe mein portemonnaie verloren to spanish from german with deepl	o o o b-text i-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of heute to italian from german with yandex	o o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of bohnen to french from german with google	o o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of a mediodía from spanish to polish with microsoft	o o o b-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of cómo puedo llegar a el albergue juvenil from spanish to german with deepl	o o o b-text i-text i-text i-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of marrón from spanish to english with yandex	o o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of se dispone de habitaciones libres from spanish to italian with google	o o o b-text i-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of abril to polish from spanish with deepl	o o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of taxi to german from spanish with yandex	o o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of agosto to english from spanish with google	o o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of salud to italian from spanish with microsoft	o o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of otra ronda por favor to french from spanish with deepl	o o o b-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of ieri from italian to polish with yandex	o o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of ho bisogno di libri in inglese from italian to german with google	o o o b-text i-text i-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of non posso permettermelo from italian to spanish with microsoft	o o o b-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of avete questo nella mia taglia from italian to english with deepl	o o o b-text i-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of incrocio from italian to french with yandex	o o o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of ho bisogno di una penna to polish from italian with google	o o o b-text i-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of ventidue to german from italian with microsoft	o o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of potete suggerirmi un altro hotel to spanish from italian with deepl	o o o b-text i-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of quant'è il cambio to english from italian with yandex	o o o b-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of al fuoco to french from italian with google	o o o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of quelle heure est-il from french to polish with microsoft	o o o b-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of des escargots from french to german with deepl	o o o b-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of s'il vous plaît monsieur from french to spanish with yandex	o o o b-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of servez-vous des boissons alcoolisées from french to italian with google	o o o b-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of annuel to polish from french with deepl	o o o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of de l'eau to german from french with yandex	o o o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of à la nuit to spanish from french with google	o o o b-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of j'ai été violé to italian from french with microsoft	o o o b-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	the translation of au secours to english from french with deepl	o o o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateToLanguage	translate to polish	o o b-trg_lang
Translate	TranslateToLanguage	translate to english	o o b-trg_lang
Translate	TranslateToLanguage	translate to finish	o o b-trg_lang
Translate	TranslateToLanguage	translate to spanish	o o b-trg_lang
Translate	TranslateToLanguage	translate to dutch	o o b-trg_lang
Translate	TranslateToLanguage	a translation to german	o o o b-trg_lang
Translate	TranslateTextFromLanguage	translate please clean my room from english	o b-text i-text i-text i-text o b-src_lang
Translate	TranslateTextFromLanguage	translate english sentence salad	o b-src_lang o b-text
Translate	TranslateTextFromLanguage	translate tost from polish	o b-text o b-src_lang
Translate	TranslateTextFromLanguage	translate polish sentence napiwek	o b-src_lang o b-text
Translate	TranslateTextFromLanguage	translate cómo se llama usted from spanish	o b-text i-text i-text i-text o b-src_lang
Translate	TranslateTextFromLanguage	translate spanish sentence zero	o b-src_lang o b-text
Translate	TranslateTextFromLanguage	translate fünf from german	o b-text o b-src_lang
Translate	TranslateTextFromLanguage	translate german sentence gut danke	o b-src_lang o b-text i-text
Translate	TranslateTextFromLanguage	translate economico from italian	o b-text o b-src_lang
Translate	TranslateTextFromLanguage	translate italian sentence ho bisogno di sapone	o b-src_lang o b-text i-text i-text i-text
Translate	TranslateTextFromLanguage	translate french sentence du jambon	o b-src_lang o b-text i-text
Translate	TranslateTextFromLanguage	translation of is there a local specialty from english	o o b-text i-text i-text i-text i-text o b-src_lang
Translate	TranslateTextFromLanguage	translation of english sentence expensive	o o b-src_lang o b-text
Translate	TranslateTextFromLanguage	translation of jak się masz from polish	o o b-text i-text i-text o b-src_lang
Translate	TranslateTextFromLanguage	translation of polish sentence jeden	o o b-src_lang o b-text
Translate	TranslateTextFromLanguage	translation of necesito un cepillo de dientes from spanish	o o b-text i-text i-text i-text i-text o b-src_lang
Translate	TranslateTextFromLanguage	translation of spanish sentence necesito medicina para el estómago	o o b-src_lang o b-text i-text i-text i-text i-text
Translate	TranslateTextFromLanguage	translation of kann ich dein telefon benutzen from german	o o b-text i-text i-text i-text i-text o b-src_lang
Translate	TranslateTextFromLanguage	translation of ho perso il mio portafoglio from italian	o o b-text i-text i-text i-text i-text o b-src_lang
Translate	TranslateTextFromLanguage	translation of italian sentence un altro per favore	o o b-src_lang o b-text i-text i-text i-text
Translate	TranslateTextFromLanguage	translation of où puis-je trouver un distributeur de billets from french	o o b-text i-text i-text i-text i-text i-text i-text o b-src_lang
Translate	TranslateTextFromLanguage	translation of french sentence j'ai besoin d'un médecin	o o b-src_lang o b-text i-text i-text i-text
Translate	TranslateTextFromLanguage	the translation of you're cheating me from english	o o o b-text i-text i-text o b-src_lang
Translate	TranslateTextFromLanguage	the translation of english sentence north	o o o b-src_lang o b-text
Translate	TranslateTextFromLanguage	the translation of centrum miasta from polish	o o o b-text i-text o b-src_lang
Translate	TranslateTextFromLanguage	the translation of polish sentence samolot	o o o b-src_lang o b-text
Translate	TranslateTextFromLanguage	the translation of una botella por favor from spanish	o o o b-text i-text i-text i-text o b-src_lang
Translate	TranslateTextFromLanguage	the translation of spanish sentence necesito una tarjeta postal	o o o b-src_lang o b-text i-text i-text i-text
Translate	TranslateTextFromLanguage	the translation of wasser from german	o o o b-text o b-src_lang
Translate	TranslateTextFromLanguage	the translation of german sentence wo ist ein geldautomat	o o o b-src_lang o b-text i-text i-text i-text
Translate	TranslateTextFromLanguage	the translation of mattino from italian	o o o b-text o b-src_lang
Translate	TranslateTextFromLanguage	the translation of de la langouste from french	o o o b-text i-text i-text o b-src_lang
Translate	TranslateTextFromLanguage	the translation of french sentence dimanche	o o o b-src_lang o b-text
Translate	DetectLanguage	language of i want to rent a car	o o b-text i-text i-text i-text i-text i-text
Translate	DetectLanguage	the language of sausage	o o o b-text
Translate	DetectLanguage	the language of julio is written in	o o o b-text o o o
Translate	DetectLanguage	detect language of i need postage stamps	o o o b-text i-text i-text i-text
Translate	DetectLanguage	detect language of podría usted hablar más lento por favor is written in	o o o b-text i-text i-text i-text i-text i-text i-text o o o
Translate	DetectLanguage	detect the language of grigio	o o o o b-text
Translate	DetectLanguage	detect the language of today is written in	o o o o b-text o o o
Translate	DetectLanguage	detect what language lunch	o o o b-text
